;  LST file generated by mikroListExporter - v.2.0 
; Date/Time: 1/18/2017 8:11:27 PM
;----------------------------------------------

;Address Opcode 	ASM
0x0A17	0x302F      	MOVLW      47
0x0A18	0x00E9      	MOVWF      FARG_Lcd_Chr_CP_out_char
0x0A19	0x118A      	BCF        PCLATH, 3
0x0A1A	0x21AC      	CALL       _Lcd_Chr_CP
0x0A1B	0x158A      	BSF        PCLATH, 3
;demo_simple_8.c,779 :: 		LCD_Chr_Cp('O');
0x0A1C	0x304F      	MOVLW      79
0x0A1D	0x00E9      	MOVWF      FARG_Lcd_Chr_CP_out_char
0x0A1E	0x118A      	BCF        PCLATH, 3
0x0A1F	0x21AC      	CALL       _Lcd_Chr_CP
0x0A20	0x158A      	BSF        PCLATH, 3
;demo_simple_8.c,780 :: 		LCD_Chr_Cp('f');
0x0A21	0x3066      	MOVLW      102
0x0A22	0x00E9      	MOVWF      FARG_Lcd_Chr_CP_out_char
0x0A23	0x118A      	BCF        PCLATH, 3
0x0A24	0x21AC      	CALL       _Lcd_Chr_CP
0x0A25	0x158A      	BSF        PCLATH, 3
;demo_simple_8.c,781 :: 		LCD_Chr_Cp('f');
0x0A26	0x3066      	MOVLW      102
0x0A27	0x00E9      	MOVWF      FARG_Lcd_Chr_CP_out_char
0x0A28	0x118A      	BCF        PCLATH, 3
0x0A29	0x21AC      	CALL       _Lcd_Chr_CP
0x0A2A	0x158A      	BSF        PCLATH, 3
;demo_simple_8.c,782 :: 		}
0x0A2B	0x2A49      	GOTO       L_main133
L_main132:
;demo_simple_8.c,783 :: 		else if (acStatus == acHigh){
0x0A2C	0x083B      	MOVF       _acStatus, 0
0x0A2D	0x3A02      	XORLW      2
0x0A2E	0x1D03      	BTFSS      STATUS, 2
0x0A2F	0x2A49      	GOTO       L_main134
;demo_simple_8.c,784 :: 		LCD_Chr_Cp('H');
0x0A30	0x3048      	MOVLW      72
0x0A31	0x00E9      	MOVWF      FARG_Lcd_Chr_CP_out_char
0x0A32	0x118A      	BCF        PCLATH, 3
0x0A33	0x21AC      	CALL       _Lcd_Chr_CP
0x0A34	0x158A      	BSF        PCLATH, 3
;demo_simple_8.c,785 :: 		LCD_Chr_Cp('i');
0x0A35	0x3069      	MOVLW      105
0x0A36	0x00E9      	MOVWF      FARG_Lcd_Chr_CP_out_char
0x0A37	0x118A      	BCF        PCLATH, 3
0x0A38	0x21AC      	CALL       _Lcd_Chr_CP
0x0A39	0x158A      	BSF        PCLATH, 3
;demo_simple_8.c,786 :: 		LCD_Chr_Cp('g');
0x0A3A	0x3067      	MOVLW      103
0x0A3B	0x00E9      	MOVWF      FARG_Lcd_Chr_CP_out_char
0x0A3C	0x118A      	BCF        PCLATH, 3
0x0A3D	0x21AC      	CALL       _Lcd_Chr_CP
0x0A3E	0x158A      	BSF        PCLATH, 3
;demo_simple_8.c,787 :: 		LCD_Chr_Cp('h');
0x0A3F	0x3068      	MOVLW      104
0x0A40	0x00E9      	MOVWF      FARG_Lcd_Chr_CP_out_char
0x0A41	0x118A      	BCF        PCLATH, 3
0x0A42	0x21AC      	CALL       _Lcd_Chr_CP
0x0A43	0x158A      	BSF        PCLATH, 3
;demo_simple_8.c,788 :: 		pad(4);
0x0A44	0x3004      	MOVLW      4
0x0A45	0x00E7      	MOVWF      FARG_pad_c
0x0A46	0x118A      	BCF        PCLATH, 3
0x0A47	0x2597      	CALL       _pad
0x0A48	0x158A      	BSF        PCLATH, 3
;demo_simple_8.c,789 :: 		}
L_main134:
L_main133:
L_main131:
;demo_simple_8.c,790 :: 		break;
0x0A49	0x2E3A      	GOTO       L_main126
;demo_simple_8.c,791 :: 		case 3:    // show inverter state
L_main135:
;demo_simple_8.c,792 :: 		LCD_Chr(1, 3, 'I');
0x0A4A	0x3001      	MOVLW      1
0x0A4B	0x00E9      	MOVWF      FARG_Lcd_Chr_row
0x0A4C	0x3003      	MOVLW      3
0x0A4D	0x00EA      	MOVWF      FARG_Lcd_Chr_column
0x0A4E	0x3049      	MOVLW      73
0x0A4F	0x00EB      	MOVWF      FARG_Lcd_Chr_out_char
0x0A50	0x118A      	BCF        PCLATH, 3
0x0A51	0x2170      	CALL       _Lcd_Chr
0x0A52	0x158A      	BSF        PCLATH, 3
;demo_simple_8.c,793 :: 		LCD_Chr_Cp('n');
0x0A53	0x306E      	MOVLW      110
0x0A54	0x00E9      	MOVWF      FARG_Lcd_Chr_CP_out_char
0x0A55	0x118A      	BCF        PCLATH, 3
0x0A56	0x21AC      	CALL       _Lcd_Chr_CP
0x0A57	0x158A      	BSF        PCLATH, 3
;demo_simple_8.c,794 :: 		LCD_Chr_Cp('v');
0x0A58	0x3076      	MOVLW      118
0x0A59	0x00E9      	MOVWF      FARG_Lcd_Chr_CP_out_char
0x0A5A	0x118A      	BCF        PCLATH, 3
0x0A5B	0x21AC      	CALL       _Lcd_Chr_CP
0x0A5C	0x158A      	BSF        PCLATH, 3
;demo_simple_8.c,795 :: 		LCD_Chr_Cp('e');
0x0A5D	0x3065      	MOVLW      101
0x0A5E	0x00E9      	MOVWF      FARG_Lcd_Chr_CP_out_char
0x0A5F	0x118A      	BCF        PCLATH, 3
0x0A60	0x21AC      	CALL       _Lcd_Chr_CP
0x0A61	0x158A      	BSF        PCLATH, 3
;demo_simple_8.c,796 :: 		LCD_Chr_Cp('r');
0x0A62	0x3072      	MOVLW      114
0x0A63	0x00E9      	MOVWF      FARG_Lcd_Chr_CP_out_char
0x0A64	0x118A      	BCF        PCLATH, 3
0x0A65	0x21AC      	CALL       _Lcd_Chr_CP
0x0A66	0x158A      	BSF        PCLATH, 3
;demo_simple_8.c,797 :: 		LCD_Chr_Cp('t');
0x0A67	0x3074      	MOVLW      116
0x0A68	0x00E9      	MOVWF      FARG_Lcd_Chr_CP_out_char
0x0A69	0x118A      	BCF        PCLATH, 3
0x0A6A	0x21AC      	CALL       _Lcd_Chr_CP
0x0A6B	0x158A      	BSF        PCLATH, 3
;demo_simple_8.c,798 :: 		LCD_Chr_Cp('e');
0x0A6C	0x3065      	MOVLW      101
0x0A6D	0x00E9      	MOVWF      FARG_Lcd_Chr_CP_out_char
0x0A6E	0x118A      	BCF        PCLATH, 3
0x0A6F	0x21AC      	CALL       _Lcd_Chr_CP
0x0A70	0x158A      	BSF        PCLATH, 3
;demo_simple_8.c,799 :: 		LCD_Chr_Cp('r');
0x0A71	0x3072      	MOVLW      114
0x0A72	0x00E9      	MOVWF      FARG_Lcd_Chr_CP_out_char
0x0A73	0x118A      	BCF        PCLATH, 3
0x0A74	0x21AC      	CALL       _Lcd_Chr_CP
0x0A75	0x158A      	BSF        PCLATH, 3
;demo_simple_8.c,800 :: 		LCD_Chr_Cp(' ');
0x0A76	0x3020      	MOVLW      32
0x0A77	0x00E9      	MOVWF      FARG_Lcd_Chr_CP_out_char
0x0A78	0x118A      	BCF        PCLATH, 3
0x0A79	0x21AC      	CALL       _Lcd_Chr_CP
0x0A7A	0x158A      	BSF        PCLATH, 3
;demo_simple_8.c,801 :: 		if ((inverterState == inv_normal) & (mode == mode_inverter)){
0x0A7B	0x083C      	MOVF       _inverterState, 0
0x0A7C	0x3A00      	XORLW      0
0x0A7D	0x3001      	MOVLW      1
0x0A7E	0x1D03      	BTFSS      STATUS, 2
0x0A7F	0x3000      	MOVLW      0
0x0A80	0x00F1      	MOVWF      R1
0x0A81	0x0862      	MOVF       _mode, 0
0x0A82	0x3A00      	XORLW      0
0x0A83	0x3001      	MOVLW      1
0x0A84	0x1D03      	BTFSS      STATUS, 2
0x0A85	0x3000      	MOVLW      0
0x0A86	0x00F0      	MOVWF      R0
0x0A87	0x0871      	MOVF       R1, 0
0x0A88	0x05F0      	ANDWF      R0, 1
0x0A89	0x1903      	BTFSC      STATUS, 2
0x0A8A	0x2A9B      	GOTO       L_main136
;demo_simple_8.c,802 :: 		LCD_Chr_Cp('O');
0x0A8B	0x304F      	MOVLW      79
0x0A8C	0x00E9      	MOVWF      FARG_Lcd_Chr_CP_out_char
0x0A8D	0x118A      	BCF        PCLATH, 3
0x0A8E	0x21AC      	CALL       _Lcd_Chr_CP
0x0A8F	0x158A      	BSF        PCLATH, 3
;demo_simple_8.c,803 :: 		LCD_Chr_Cp('n');
0x0A90	0x306E      	MOVLW      110
0x0A91	0x00E9      	MOVWF      FARG_Lcd_Chr_CP_out_char
0x0A92	0x118A      	BCF        PCLATH, 3
0x0A93	0x21AC      	CALL       _Lcd_Chr_CP
0x0A94	0x158A      	BSF        PCLATH, 3
;demo_simple_8.c,804 :: 		pad(3);
0x0A95	0x3003      	MOVLW      3
0x0A96	0x00E7      	MOVWF      FARG_pad_c
0x0A97	0x118A      	BCF        PCLATH, 3
0x0A98	0x2597      	CALL       _pad
0x0A99	0x158A      	BSF        PCLATH, 3
;demo_simple_8.c,805 :: 		}
0x0A9A	0x2B96      	GOTO       L_main137
L_main136:
;demo_simple_8.c,806 :: 		else if ((inverterState == inv_off) | (mode == mode_mains)){
0x0A9B	0x083C      	MOVF       _inverterState, 0
0x0A9C	0x3A03      	XORLW      3
0x0A9D	0x3001      	MOVLW      1
0x0A9E	0x1D03      	BTFSS      STATUS, 2
0x0A9F	0x3000      	MOVLW      0
0x0AA0	0x00F1      	MOVWF      R1
0x0AA1	0x0862      	MOVF       _mode, 0
0x0AA2	0x3A01      	XORLW      1
0x0AA3	0x3001      	MOVLW      1
0x0AA4	0x1D03      	BTFSS      STATUS, 2
0x0AA5	0x3000      	MOVLW      0
0x0AA6	0x00F0      	MOVWF      R0
0x0AA7	0x0871      	MOVF       R1, 0
0x0AA8	0x04F0      	IORWF      R0, 1
0x0AA9	0x1903      	BTFSC      STATUS, 2
0x0AAA	0x2B08      	GOTO       L_main138
;demo_simple_8.c,807 :: 		LCD_Chr_Cp('O');
0x0AAB	0x304F      	MOVLW      79
0x0AAC	0x00E9      	MOVWF      FARG_Lcd_Chr_CP_out_char
0x0AAD	0x118A      	BCF        PCLATH, 3
0x0AAE	0x21AC      	CALL       _Lcd_Chr_CP
0x0AAF	0x158A      	BSF        PCLATH, 3
;demo_simple_8.c,808 :: 		LCD_Chr_Cp('f');
0x0AB0	0x3066      	MOVLW      102
0x0AB1	0x00E9      	MOVWF      FARG_Lcd_Chr_CP_out_char
0x0AB2	0x118A      	BCF        PCLATH, 3
0x0AB3	0x21AC      	CALL       _Lcd_Chr_CP
0x0AB4	0x158A      	BSF        PCLATH, 3
;demo_simple_8.c,809 :: 		LCD_Chr_Cp('f');
0x0AB5	0x3066      	MOVLW      102
0x0AB6	0x00E9      	MOVWF      FARG_Lcd_Chr_CP_out_char
0x0AB7	0x118A      	BCF        PCLATH, 3
0x0AB8	0x21AC      	CALL       _Lcd_Chr_CP
0x0AB9	0x158A      	BSF        PCLATH, 3
;demo_simple_8.c,810 :: 		pad(2);
0x0ABA	0x3002      	MOVLW      2
0x0ABB	0x00E7      	MOVWF      FARG_pad_c
0x0ABC	0x118A      	BCF        PCLATH, 3
0x0ABD	0x2597      	CALL       _pad
0x0ABE	0x158A      	BSF        PCLATH, 3
;demo_simple_8.c,811 :: 		LCD_Chr(2, 4, 'S');
0x0ABF	0x3002      	MOVLW      2
0x0AC0	0x00E9      	MOVWF      FARG_Lcd_Chr_row
0x0AC1	0x3004      	MOVLW      4
0x0AC2	0x00EA      	MOVWF      FARG_Lcd_Chr_column
0x0AC3	0x3053      	MOVLW      83
0x0AC4	0x00EB      	MOVWF      FARG_Lcd_Chr_out_char
0x0AC5	0x118A      	BCF        PCLATH, 3
0x0AC6	0x2170      	CALL       _Lcd_Chr
0x0AC7	0x158A      	BSF        PCLATH, 3
;demo_simple_8.c,812 :: 		LCD_Chr_Cp('w');
0x0AC8	0x3077      	MOVLW      119
0x0AC9	0x00E9      	MOVWF      FARG_Lcd_Chr_CP_out_char
0x0ACA	0x118A      	BCF        PCLATH, 3
0x0ACB	0x21AC      	CALL       _Lcd_Chr_CP
0x0ACC	0x158A      	BSF        PCLATH, 3
;demo_simple_8.c,813 :: 		LCD_Chr_Cp('i');
0x0ACD	0x3069      	MOVLW      105
0x0ACE	0x00E9      	MOVWF      FARG_Lcd_Chr_CP_out_char
0x0ACF	0x118A      	BCF        PCLATH, 3
0x0AD0	0x21AC      	CALL       _Lcd_Chr_CP
0x0AD1	0x158A      	BSF        PCLATH, 3
;demo_simple_8.c,814 :: 		LCD_Chr_Cp('t');
0x0AD2	0x3074      	MOVLW      116
0x0AD3	0x00E9      	MOVWF      FARG_Lcd_Chr_CP_out_char
0x0AD4	0x118A      	BCF        PCLATH, 3
0x0AD5	0x21AC      	CALL       _Lcd_Chr_CP
0x0AD6	0x158A      	BSF        PCLATH, 3
;demo_simple_8.c,815 :: 		LCD_Chr_Cp('c');
0x0AD7	0x3063      	MOVLW      99
0x0AD8	0x00E9      	MOVWF      FARG_Lcd_Chr_CP_out_char
0x0AD9	0x118A      	BCF        PCLATH, 3
0x0ADA	0x21AC      	CALL       _Lcd_Chr_CP
0x0ADB	0x158A      	BSF        PCLATH, 3
;demo_simple_8.c,816 :: 		LCD_Chr_Cp('h');
0x0ADC	0x3068      	MOVLW      104
0x0ADD	0x00E9      	MOVWF      FARG_Lcd_Chr_CP_out_char
0x0ADE	0x118A      	BCF        PCLATH, 3
0x0ADF	0x21AC      	CALL       _Lcd_Chr_CP
0x0AE0	0x158A      	BSF        PCLATH, 3
;demo_simple_8.c,817 :: 		LCD_Chr_Cp(' ');
0x0AE1	0x3020      	MOVLW      32
0x0AE2	0x00E9      	MOVWF      FARG_Lcd_Chr_CP_out_char
0x0AE3	0x118A      	BCF        PCLATH, 3
0x0AE4	0x21AC      	CALL       _Lcd_Chr_CP
0x0AE5	0x158A      	BSF        PCLATH, 3
;demo_simple_8.c,818 :: 		if (inverterSw == 1){
0x0AE6	0x1E86      	BTFSS      RB5_bit, 5
0x0AE7	0x2AF8      	GOTO       L_main139
;demo_simple_8.c,819 :: 		LCD_Chr_Cp('O');
0x0AE8	0x304F      	MOVLW      79
0x0AE9	0x00E9      	MOVWF      FARG_Lcd_Chr_CP_out_char
0x0AEA	0x118A      	BCF        PCLATH, 3
0x0AEB	0x21AC      	CALL       _Lcd_Chr_CP
0x0AEC	0x158A      	BSF        PCLATH, 3
;demo_simple_8.c,820 :: 		LCD_Chr_Cp('f');
0x0AED	0x3066      	MOVLW      102
0x0AEE	0x00E9      	MOVWF      FARG_Lcd_Chr_CP_out_char
0x0AEF	0x118A      	BCF        PCLATH, 3
0x0AF0	0x21AC      	CALL       _Lcd_Chr_CP
0x0AF1	0x158A      	BSF        PCLATH, 3
;demo_simple_8.c,821 :: 		LCD_Chr_Cp('f');
0x0AF2	0x3066      	MOVLW      102
0x0AF3	0x00E9      	MOVWF      FARG_Lcd_Chr_CP_out_char
0x0AF4	0x118A      	BCF        PCLATH, 3
0x0AF5	0x21AC      	CALL       _Lcd_Chr_CP
0x0AF6	0x158A      	BSF        PCLATH, 3
;demo_simple_8.c,822 :: 		}
0x0AF7	0x2B07      	GOTO       L_main140
L_main139:
;demo_simple_8.c,824 :: 		LCD_Chr_Cp('O');
0x0AF8	0x304F      	MOVLW      79
0x0AF9	0x00E9      	MOVWF      FARG_Lcd_Chr_CP_out_char
0x0AFA	0x118A      	BCF        PCLATH, 3
0x0AFB	0x21AC      	CALL       _Lcd_Chr_CP
0x0AFC	0x158A      	BSF        PCLATH, 3
;demo_simple_8.c,825 :: 		LCD_Chr_Cp('n');
0x0AFD	0x306E      	MOVLW      110
0x0AFE	0x00E9      	MOVWF      FARG_Lcd_Chr_CP_out_char
0x0AFF	0x118A      	BCF        PCLATH, 3
0x0B00	0x21AC      	CALL       _Lcd_Chr_CP
0x0B01	0x158A      	BSF        PCLATH, 3
;demo_simple_8.c,826 :: 		pad(2);
0x0B02	0x3002      	MOVLW      2
0x0B03	0x00E7      	MOVWF      FARG_pad_c
0x0B04	0x118A      	BCF        PCLATH, 3
0x0B05	0x2597      	CALL       _pad
0x0B06	0x158A      	BSF        PCLATH, 3
;demo_simple_8.c,827 :: 		}
L_main140:
;demo_simple_8.c,828 :: 		}
0x0B07	0x2B96      	GOTO       L_main141
L_main138:
;demo_simple_8.c,830 :: 		LCD_Chr_Cp('O');
0x0B08	0x304F      	MOVLW      79
0x0B09	0x00E9      	MOVWF      FARG_Lcd_Chr_CP_out_char
0x0B0A	0x118A      	BCF        PCLATH, 3
0x0B0B	0x21AC      	CALL       _Lcd_Chr_CP
0x0B0C	0x158A      	BSF        PCLATH, 3
;demo_simple_8.c,831 :: 		LCD_Chr_Cp('f');
0x0B0D	0x3066      	MOVLW      102
0x0B0E	0x00E9      	MOVWF      FARG_Lcd_Chr_CP_out_char
0x0B0F	0x118A      	BCF        PCLATH, 3
0x0B10	0x21AC      	CALL       _Lcd_Chr_CP
0x0B11	0x158A      	BSF        PCLATH, 3
;demo_simple_8.c,832 :: 		LCD_Chr_Cp('f');
0x0B12	0x3066      	MOVLW      102
0x0B13	0x00E9      	MOVWF      FARG_Lcd_Chr_CP_out_char
0x0B14	0x118A      	BCF        PCLATH, 3
0x0B15	0x21AC      	CALL       _Lcd_Chr_CP
0x0B16	0x158A      	BSF        PCLATH, 3
;demo_simple_8.c,833 :: 		pad(2);
0x0B17	0x3002      	MOVLW      2
0x0B18	0x00E7      	MOVWF      FARG_pad_c
0x0B19	0x118A      	BCF        PCLATH, 3
0x0B1A	0x2597      	CALL       _pad
0x0B1B	0x158A      	BSF        PCLATH, 3
;demo_simple_8.c,835 :: 		if (inverterState == inv_lowbattery){
0x0B1C	0x083C      	MOVF       _inverterState, 0
0x0B1D	0x3A01      	XORLW      1
0x0B1E	0x1D03      	BTFSS      STATUS, 2
0x0B1F	0x2B5C      	GOTO       L_main142
;demo_simple_8.c,836 :: 		LCD_Chr(2, 1, 'B');
0x0B20	0x3002      	MOVLW      2
0x0B21	0x00E9      	MOVWF      FARG_Lcd_Chr_row
0x0B22	0x3001      	MOVLW      1
0x0B23	0x00EA      	MOVWF      FARG_Lcd_Chr_column
0x0B24	0x3042      	MOVLW      66
0x0B25	0x00EB      	MOVWF      FARG_Lcd_Chr_out_char
0x0B26	0x118A      	BCF        PCLATH, 3
0x0B27	0x2170      	CALL       _Lcd_Chr
0x0B28	0x158A      	BSF        PCLATH, 3
;demo_simple_8.c,837 :: 		LCD_Chr_Cp('a');
0x0B29	0x3061      	MOVLW      97
0x0B2A	0x00E9      	MOVWF      FARG_Lcd_Chr_CP_out_char
0x0B2B	0x118A      	BCF        PCLATH, 3
0x0B2C	0x21AC      	CALL       _Lcd_Chr_CP
0x0B2D	0x158A      	BSF        PCLATH, 3
;demo_simple_8.c,838 :: 		LCD_Chr_Cp('t');
0x0B2E	0x3074      	MOVLW      116
0x0B2F	0x00E9      	MOVWF      FARG_Lcd_Chr_CP_out_char
0x0B30	0x118A      	BCF        PCLATH, 3
0x0B31	0x21AC      	CALL       _Lcd_Chr_CP
0x0B32	0x158A      	BSF        PCLATH, 3
;demo_simple_8.c,839 :: 		LCD_Chr_Cp('t');
0x0B33	0x3074      	MOVLW      116
0x0B34	0x00E9      	MOVWF      FARG_Lcd_Chr_CP_out_char
0x0B35	0x118A      	BCF        PCLATH, 3
0x0B36	0x21AC      	CALL       _Lcd_Chr_CP
0x0B37	0x158A      	BSF        PCLATH, 3
;demo_simple_8.c,840 :: 		LCD_Chr_Cp('e');
0x0B38	0x3065      	MOVLW      101
0x0B39	0x00E9      	MOVWF      FARG_Lcd_Chr_CP_out_char
0x0B3A	0x118A      	BCF        PCLATH, 3
0x0B3B	0x21AC      	CALL       _Lcd_Chr_CP
0x0B3C	0x158A      	BSF        PCLATH, 3
;demo_simple_8.c,841 :: 		LCD_Chr_Cp('r');
0x0B3D	0x3072      	MOVLW      114
0x0B3E	0x00E9      	MOVWF      FARG_Lcd_Chr_CP_out_char
0x0B3F	0x118A      	BCF        PCLATH, 3
0x0B40	0x21AC      	CALL       _Lcd_Chr_CP
0x0B41	0x158A      	BSF        PCLATH, 3
;demo_simple_8.c,842 :: 		LCD_Chr_Cp('y');
0x0B42	0x3079      	MOVLW      121
0x0B43	0x00E9      	MOVWF      FARG_Lcd_Chr_CP_out_char
0x0B44	0x118A      	BCF        PCLATH, 3
0x0B45	0x21AC      	CALL       _Lcd_Chr_CP
0x0B46	0x158A      	BSF        PCLATH, 3
;demo_simple_8.c,843 :: 		LCD_Chr_Cp(' ');
0x0B47	0x3020      	MOVLW      32
0x0B48	0x00E9      	MOVWF      FARG_Lcd_Chr_CP_out_char
0x0B49	0x118A      	BCF        PCLATH, 3
0x0B4A	0x21AC      	CALL       _Lcd_Chr_CP
0x0B4B	0x158A      	BSF        PCLATH, 3
;demo_simple_8.c,844 :: 		LCD_Chr_Cp('L');
0x0B4C	0x304C      	MOVLW      76
0x0B4D	0x00E9      	MOVWF      FARG_Lcd_Chr_CP_out_char
0x0B4E	0x118A      	BCF        PCLATH, 3
0x0B4F	0x21AC      	CALL       _Lcd_Chr_CP
0x0B50	0x158A      	BSF        PCLATH, 3
;demo_simple_8.c,845 :: 		LCD_Chr_Cp('o');
0x0B51	0x306F      	MOVLW      111
0x0B52	0x00E9      	MOVWF      FARG_Lcd_Chr_CP_out_char
0x0B53	0x118A      	BCF        PCLATH, 3
0x0B54	0x21AC      	CALL       _Lcd_Chr_CP
0x0B55	0x158A      	BSF        PCLATH, 3
;demo_simple_8.c,846 :: 		LCD_Chr_Cp('w');
0x0B56	0x3077      	MOVLW      119
0x0B57	0x00E9      	MOVWF      FARG_Lcd_Chr_CP_out_char
0x0B58	0x118A      	BCF        PCLATH, 3
0x0B59	0x21AC      	CALL       _Lcd_Chr_CP
0x0B5A	0x158A      	BSF        PCLATH, 3
;demo_simple_8.c,847 :: 		}
0x0B5B	0x2B96      	GOTO       L_main143
L_main142:
;demo_simple_8.c,848 :: 		else if (inverterState == inv_overload){
0x0B5C	0x083C      	MOVF       _inverterState, 0
0x0B5D	0x3A02      	XORLW      2
0x0B5E	0x1D03      	BTFSS      STATUS, 2
0x0B5F	0x2B96      	GOTO       L_main144
;demo_simple_8.c,849 :: 		LCD_Chr(2, 1, ' ');
0x0B60	0x3002      	MOVLW      2
0x0B61	0x00E9      	MOVWF      FARG_Lcd_Chr_row
0x0B62	0x3001      	MOVLW      1
0x0B63	0x00EA      	MOVWF      FARG_Lcd_Chr_column
0x0B64	0x3020      	MOVLW      32
0x0B65	0x00EB      	MOVWF      FARG_Lcd_Chr_out_char
0x0B66	0x118A      	BCF        PCLATH, 3
0x0B67	0x2170      	CALL       _Lcd_Chr
0x0B68	0x158A      	BSF        PCLATH, 3
;demo_simple_8.c,850 :: 		pad(4);
0x0B69	0x3004      	MOVLW      4
0x0B6A	0x00E7      	MOVWF      FARG_pad_c
0x0B6B	0x118A      	BCF        PCLATH, 3
0x0B6C	0x2597      	CALL       _pad
0x0B6D	0x158A      	BSF        PCLATH, 3
;demo_simple_8.c,851 :: 		LCD_Chr_Cp('O');
0x0B6E	0x304F      	MOVLW      79
0x0B6F	0x00E9      	MOVWF      FARG_Lcd_Chr_CP_out_char
0x0B70	0x118A      	BCF        PCLATH, 3
0x0B71	0x21AC      	CALL       _Lcd_Chr_CP
0x0B72	0x158A      	BSF        PCLATH, 3
;demo_simple_8.c,852 :: 		LCD_Chr_Cp('v');
0x0B73	0x3076      	MOVLW      118
0x0B74	0x00E9      	MOVWF      FARG_Lcd_Chr_CP_out_char
0x0B75	0x118A      	BCF        PCLATH, 3
0x0B76	0x21AC      	CALL       _Lcd_Chr_CP
0x0B77	0x158A      	BSF        PCLATH, 3
;demo_simple_8.c,853 :: 		LCD_Chr_Cp('e');
0x0B78	0x3065      	MOVLW      101
0x0B79	0x00E9      	MOVWF      FARG_Lcd_Chr_CP_out_char
0x0B7A	0x118A      	BCF        PCLATH, 3
0x0B7B	0x21AC      	CALL       _Lcd_Chr_CP
0x0B7C	0x158A      	BSF        PCLATH, 3
;demo_simple_8.c,854 :: 		LCD_Chr_Cp('r');
0x0B7D	0x3072      	MOVLW      114
0x0B7E	0x00E9      	MOVWF      FARG_Lcd_Chr_CP_out_char
0x0B7F	0x118A      	BCF        PCLATH, 3
0x0B80	0x21AC      	CALL       _Lcd_Chr_CP
0x0B81	0x158A      	BSF        PCLATH, 3
;demo_simple_8.c,855 :: 		LCD_Chr_Cp('l');
0x0B82	0x306C      	MOVLW      108
0x0B83	0x00E9      	MOVWF      FARG_Lcd_Chr_CP_out_char
0x0B84	0x118A      	BCF        PCLATH, 3
0x0B85	0x21AC      	CALL       _Lcd_Chr_CP
0x0B86	0x158A      	BSF        PCLATH, 3
;demo_simple_8.c,856 :: 		LCD_Chr_Cp('o');
0x0B87	0x306F      	MOVLW      111
0x0B88	0x00E9      	MOVWF      FARG_Lcd_Chr_CP_out_char
0x0B89	0x118A      	BCF        PCLATH, 3
0x0B8A	0x21AC      	CALL       _Lcd_Chr_CP
0x0B8B	0x158A      	BSF        PCLATH, 3
;demo_simple_8.c,857 :: 		LCD_Chr_Cp('a');
0x0B8C	0x3061      	MOVLW      97
0x0B8D	0x00E9      	MOVWF      FARG_Lcd_Chr_CP_out_char
0x0B8E	0x118A      	BCF        PCLATH, 3
0x0B8F	0x21AC      	CALL       _Lcd_Chr_CP
0x0B90	0x158A      	BSF        PCLATH, 3
;demo_simple_8.c,858 :: 		LCD_Chr_Cp('d');
0x0B91	0x3064      	MOVLW      100
0x0B92	0x00E9      	MOVWF      FARG_Lcd_Chr_CP_out_char
0x0B93	0x118A      	BCF        PCLATH, 3
0x0B94	0x21AC      	CALL       _Lcd_Chr_CP
0x0B95	0x158A      	BSF        PCLATH, 3
;demo_simple_8.c,859 :: 		}
L_main144:
L_main143:
;demo_simple_8.c,860 :: 		}
L_main141:
L_main137:
;demo_simple_8.c,861 :: 		break;
0x0B96	0x2E3A      	GOTO       L_main126
;demo_simple_8.c,862 :: 		case 4:    // show battery state
L_main145:
;demo_simple_8.c,863 :: 		LCD_Chr(1, 1, 'B');
0x0B97	0x3001      	MOVLW      1
0x0B98	0x00E9      	MOVWF      FARG_Lcd_Chr_row
0x0B99	0x3001      	MOVLW      1
0x0B9A	0x00EA      	MOVWF      FARG_Lcd_Chr_column
0x0B9B	0x3042      	MOVLW      66
0x0B9C	0x00EB      	MOVWF      FARG_Lcd_Chr_out_char
0x0B9D	0x118A      	BCF        PCLATH, 3
0x0B9E	0x2170      	CALL       _Lcd_Chr
0x0B9F	0x158A      	BSF        PCLATH, 3
;demo_simple_8.c,864 :: 		LCD_Chr_Cp('a');
0x0BA0	0x3061      	MOVLW      97
0x0BA1	0x00E9      	MOVWF      FARG_Lcd_Chr_CP_out_char
0x0BA2	0x118A      	BCF        PCLATH, 3
0x0BA3	0x21AC      	CALL       _Lcd_Chr_CP
0x0BA4	0x158A      	BSF        PCLATH, 3
;demo_simple_8.c,865 :: 		LCD_Chr_Cp('t');
0x0BA5	0x3074      	MOVLW      116
0x0BA6	0x00E9      	MOVWF      FARG_Lcd_Chr_CP_out_char
0x0BA7	0x118A      	BCF        PCLATH, 3
0x0BA8	0x21AC      	CALL       _Lcd_Chr_CP
0x0BA9	0x158A      	BSF        PCLATH, 3
;demo_simple_8.c,866 :: 		LCD_Chr_Cp('t');
0x0BAA	0x3074      	MOVLW      116
0x0BAB	0x00E9      	MOVWF      FARG_Lcd_Chr_CP_out_char
0x0BAC	0x118A      	BCF        PCLATH, 3
0x0BAD	0x21AC      	CALL       _Lcd_Chr_CP
0x0BAE	0x158A      	BSF        PCLATH, 3
;demo_simple_8.c,867 :: 		LCD_Chr_Cp('e');
0x0BAF	0x3065      	MOVLW      101
0x0BB0	0x00E9      	MOVWF      FARG_Lcd_Chr_CP_out_char
0x0BB1	0x118A      	BCF        PCLATH, 3
